BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year,QueryType_raw,mismatch_score,is_mismatch
KANNUR,Plantation Crops,2024-06-20 14:53:51.170,Coconut,KANNUR,1452350,Apply 50 g borax.,Asked about the management of button shedding in Coconut.,Nutrient Management,,HORTICULTURE,KERALA,20,6,2024,Nutrient Management,1.0,True
KANNUR,Vegetables,2024-06-22 11:14:42.330,Curry Leaf,KANNUR,1480377,Spray Pseudomonas fluorescence @ 20g/L in curry leaf,Asked about management of powdery mildew in curry leaf,Plant Protection,,HORTICULTURE,KERALA,22,6,2024,Plant Protection,0.6835493666257215,True
IRITTY,Plantation Crops,2024-06-22 15:44:37.530,Coconut,KANNUR,1487020,Apply Magnesium sulphate (320 gram /cent or 32 kg/ acre) in bands near plants.,Asked about the application of MgSO4 for Coconut.,Nutrient Management,,HORTICULTURE,KERALA,22,6,2024,Nutrient Management,1.0,True
PAYYANNUR,Sugar and Starch Crops,2024-06-26 18:37:19.620,Tapioca (Cassava),KANNUR,1538286,Tapioca becomes ready for harvest at 9-10 months after plants. It varies with type of varieties.,Asked about harvesting time of tapioca,Cultural Practices,,AGRICULTURE,KERALA,26,6,2024,Cultural Practices,0.8699185190901584,True
PERAVOOR,Vegetables,2024-06-27 07:17:07.110,Cucumber,KANNUR,1546916,Suggested to spray ethrel mixed with gum if it is raining,Asked about ethrel spray,Cultural Practices,,HORTICULTURE,KERALA,27,6,2024,Cultural Practices,0.4066785294875056,False
EDAKKAD,Plantation Crops,2024-06-27 13:35:15.820,Arecanut,KANNUR,1546947,"Asked about nutrient management in Arecanut
Suggested to apply lime @ 250g per plant at two weeks ahead of fertilizer application. Apply organic manure at 12 Kg per plant. 
Apply 70g Urea, 70g Rajphos and 80g Potash per pant during March-April. 
Apply 80g Urea, 80g Rajphos and 80g Potash per pant during September-October. 
Factomfos
Recommended for arecanut, add dolomite at 500 gram to the soil has two weeks before fertilizer application.The first split has to be applied in April-June. The dosage is 100 gram factomfos, 65 gram urea,120 gram muriate of potash. Repeat the same in September-October. Apply organic manure at 12 kilogram per plant every year.",Asked about nutrient management in Arecanut,Nutrient Management,,HORTICULTURE,KERALA,27,6,2024,Nutrient Management,0.84392085697567,True
KOTHAMANGALAM,Others,2024-06-03 15:57:01.280,Others,ERNAKULAM,1264761,"FYTROX is a contact fungicide, cures fungus attacks in plants.",Asked about the FYTROX,Fertilizer Use and Availability,,AGRICULTURE,KERALA,3,6,2024,Fertilizer Use and Availability,1.0,True
VYPEEN,Vegetables,2024-06-05 16:07:30.030,Bhindi(Okra/Ladysfinger),ERNAKULAM,1273700,Suggested to spray Potassium nitrate 5g per litre of water,Asked about nutrient management to increase fruiting of Bhindi,Nutrient Management,,HORTICULTURE,KERALA,5,6,2024,Nutrient Management,1.0,True
VYTTILA,Others,2024-06-05 19:03:50.717,Others,ERNAKULAM,1278058,suggested to do poison bait with metaldehyde and spread lime and woodash in affected area,Asked about management of snail attack in crops,Plant Protection,,AGRICULTURE,KERALA,5,6,2024,Plant Protection,1.0,True
KOOVAPPADY,Plantation Crops,2024-06-06 14:57:25.867,Arecanut,ERNAKULAM,1281097,"Recommended to apply Organic manure @ 12 kg/plant  every year. Lime @ 500 g has to be applied in acid soils two weeks before of fertilizer application.The first split has to be applied in April-June. The dosage is 110 gram urea, 110 gram raj  phos,120 gram Potash respectively. The second dose has to apply in September-October and the dosage is 110 gram urea, 110 gram raj phos, 120 gram Potash respectively.
After 1 month apply 20 g borax per palm.",Asked about nutrient management in mature arecanut,Nutrient Management,,HORTICULTURE,KERALA,6,6,2024,Nutrient Management,1.0,True
VADAVUCODE,Vegetables,2024-06-06 18:52:05.640,Bhindi(Okra/Ladysfinger),ERNAKULAM,1285523,Suggested to spray 19:19:19 mixture 3g per litre of water,Asked about fertilizer spray for bhindi seedlings,Nutrient Management,,HORTICULTURE,KERALA,6,6,2024,Nutrient Management,0.9731347592777886,True
ANGAMALI,Others,2024-06-08 16:14:14.503,Others,ERNAKULAM,1295615,There is high chance of rainfall today,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,8,6,2024,Weather,1.0,True
MUVATTUPUZHA,Fruits,2024-06-10 13:52:15.087,Banana,ERNAKULAM,1313898,"Suggested that prepare field by ploughing , make pit of size 50cm*50cm*50cm and apply 15kg compost mixed with top soil",Asked about field preparation in banana / tissue culture,Field Preparation,,HORTICULTURE,KERALA,10,6,2024,Field Preparation,0.9578988012741062,True
KOTHAMANGALAM,Others,2024-06-14 17:42:03.993,Aloe Vera,ERNAKULAM,1360125,"Weather forecast for , kerala. There is a chance for rainfall today and upcoming days. Today's maximum temperature is 32°C and minimum temperature is 26°C.Wind is expected to run at 16km/hr. Schedule agriculture operations as per the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,14,6,2024,Weather,0.9388872434482229,True
ALANGAD,Others,2024-06-15 19:52:32.500,Almond,ERNAKULAM,1371351,Suggested that there is 60% chance of rainfall today,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,15,6,2024,Weather,1.0,True
ANGAMALI,Others,2024-06-16 09:10:35.243,Others,ERNAKULAM,1380801,"Weather forecast for Kalady, Ernamkulam- There is 80% possibility for rainfall today and upcoming week. Tomorrow's expected maximum temperature is 32oC and minimum temperature is 24oC. Wind speed is likely to run at 11km/hr. Schedule the agricultural operations as per the weather forecast",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,16,6,2024,Weather,0.9417718380894821,True
VAZHAKKULAM,Fruits,2024-06-16 12:28:40.543,Banana,ERNAKULAM,1382671,Suggested to call back,Asked about management of leaf eating caterpillar in banana,Plant Protection,,HORTICULTURE,KERALA,16,6,2024,Plant Protection,1.0,True
VAZHAKKULAM,Fruits,2024-06-16 12:35:26.583,Banana,ERNAKULAM,1382672,Suggested to spray Quinalphos 1.5ml per litre of water,Asked about control of leaf eating caterpillar of Banana,Plant Protection,,HORTICULTURE,KERALA,16,6,2024,Plant Protection,1.0,True
ANGAMALI,Fruits,2024-06-19 19:02:01.483,Pomegranate,ERNAKULAM,1428813,Suggested to apply Copper oxychloride 2g/L.,Asked about the management of Anthracnose in Pomegranate.,Plant Protection,,HORTICULTURE,KERALA,19,6,2024,Plant Protection,1.0,True
MULANTHURUTHY,Fruits,2024-06-20 09:25:13.490,Banana,ERNAKULAM,1446909,suggested to drench the soil with copperoxychloride 2g per liter of water.Do foliar application of all 19 fertilizer 5g per liter of water,Asked about management of fusarium wilt in banana,Plant Protection,,HORTICULTURE,KERALA,20,6,2024,Plant Protection,1.0,True
ANGAMALI,Vegetables,2024-06-21 10:12:22.183,Amarphophallus (Surankand/Elephant Foot Yam),ERNAKULAM,1463833,Suggested to spray Azadirachtin 3ml per litre of water,Asked about control of leaf eating caterpillar of elephant foot yam,Plant Protection,,HORTICULTURE,KERALA,21,6,2024,Plant Protection,1.0,True
VAZHAKKULAM,Condiments and Spices,2024-06-21 15:37:15.580,Nutmeg,ERNAKULAM,1469016,Suggested to apply 40g Borax per plant.,Asked about the fruit drop in Nutmeg.,Nutrient Management,,HORTICULTURE,KERALA,21,6,2024,Nutrient Management,1.0,True
VAZHAKKULAM,Others,2024-06-21 15:45:09.083,Others,ERNAKULAM,1469015,Suggested to spray Potassium nitrate 5g/L.,Asked about the flower and fruit inducing technique for Rambutan.,Nutrient Management,,AGRICULTURE,KERALA,21,6,2024,Nutrient Management,1.0,True
ANGAMALI,Others,2024-06-22 11:15:25.843,Others,ERNAKULAM,1480331,Suggested that there is chance of rainfall for 1 week,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,22,6,2024,Weather,1.0,True
0   ,Fruits,2024-06-22 11:45:26.800,Guava,ERNAKULAM,1480354,Suggested to spray KNO3 3g per liters of water,Asked about not fruit setting in Guava,Nutrient Management,,HORTICULTURE,KERALA,22,6,2024,Nutrient Management,1.0,True
PARAVUR,Fruits,2024-06-25 14:47:31.843,Jack Fruit,ERNAKULAM,1516281,Suggested to give atleast 7 to 10 days interval between liming and planting of jack,Asked about time gap between liming and planting in Jack,Nutrient Management,,HORTICULTURE,KERALA,25,6,2024,Nutrient Management,0.6415002352474316,True
PALLURUTHY,Vegetables,2024-06-26 14:00:44.563,Chillies,ERNAKULAM,1529562,Suggested to apply Pseudomonas 20g/L,Asked about the fungal attack in Chilli,Plant Protection,,HORTICULTURE,KERALA,26,6,2024,Plant Protection,1.0,True
ANGAMALI,Others,2024-06-27 20:04:39.987,Others,ERNAKULAM,1553427,Kindly call 18001801551 if have any queries related to agriculture.,Informed weather,Weather,,AGRICULTURE,KERALA,27,6,2024,Weather,1.0,True
KOTHAMANGALAM,Others,2024-06-28 12:04:50.343,Others,ERNAKULAM,1562472,"Suggested to contact District Soil Testing Laboratory, Ernakulam, Ph: 9383471185",Asked about soil testing labs in Ernakulam,Soil Testing,,AGRICULTURE,KERALA,28,6,2024,Soil Testing,0.5279899958150563,True
KOTHAMANGALAM,Others,2024-06-29 12:52:34.297,Others,ERNAKULAM,1576412,19:19:19 NPK Fertilizer is pink in colour,Asked about 19:19:19 NPK Fertilizer for plants,Nutrient Management,,AGRICULTURE,KERALA,29,6,2024,Nutrient Management,0.06175766477290279,False
CHOWANNUR,Vegetables,2024-06-03 10:51:56.440,Amarphophallus (Surankand/Elephant Foot Yam),THRISSUR,1262140,"Suggested to apply 100g urea ,200g rock phosphate,100g MOP per plant",Asked about nutrient management in Amorphophallus,Nutrient Management,,HORTICULTURE,KERALA,3,6,2024,Nutrient Management,1.0,True
CHOWANNUR,Vegetables,2024-06-05 15:06:27.693,Cowpea (Vegetable),THRISSUR,1273743,Suggested to spray Potassium nitrate 5g per litre of water,Asked about nutrient spray for fruiting of cowpea,Nutrient Management,,HORTICULTURE,KERALA,5,6,2024,Nutrient Management,0.9636355236010865,True
KODAKARA,Plantation Crops,2024-06-05 15:15:01.783,Coconut,THRISSUR,1273725,"Recommended to apply Organic manure @ 25 kg/plant  every year. Open the coconut basin and apply Lime @ 1 kg at two weeks before fertilizer application. The first split has to be applied in April-June. The dosage is 500g Urea, 750g Rajphos and 1kg Potash per palm respectively. The second dose has to be applied in September-October and the dosage is 500g Urea, 750g Rrajphos, 1kg Potash per palm respectively.",Asked about nutrient management in coconut,Nutrient Management,,HORTICULTURE,KERALA,5,6,2024,Nutrient Management,0.9780628692170147,True
CHERPU,Fruits,2024-06-13 11:48:42.797,Banana,THRISSUR,1348402,"District Agricultural Farm, Chelakkara, Phone no: +91-4884 2526636 ,+91-9496003614
State Seed Farm, Mannuthy, Phone no: +91-9496003619
State Seed Farm, Kodassery, Phone no: +91-9496802620, +91-9496003617
State Seed Farm, Nadavarambu,Phone no: +91-9447829429
State Seed Farm, Edathuruthy, Phone no: +91-9496003618
State Seed Farm, Pazhayannor, Phone no: +914884226260
State Seed Farm, Pananchery, Phone no: +91-9496003620",Asked about availability of banana seedlings,Seeds and Planting Material,,HORTICULTURE,KERALA,13,6,2024,Seeds and Planting Material,1.0,True
PAZHAYANNUR,Others,2024-06-15 09:40:04.433,Others,THRISSUR,1371264,"Weather forecast for Cheruthuruthy, Thrissure- There 15% possibility for rainfall today. Tomorrow's expected maximum temperature is 31oC and minimum temperature is 24oC. Wind speed is likely to run at 13 km/hr. Schedule the agricultural operations as per the weather forecast",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,15,6,2024,Weather,0.9411264707136529,True
MATHILAKAM,Others,2024-06-15 10:25:25.117,Others,THRISSUR,1371286,Suggested to mix 2.5g saaf per litre of water,Asked about dosage of saaf,Plant Protection,,AGRICULTURE,KERALA,15,6,2024,Plant Protection,0.8432553075989617,True
IRINJALAKKUDA,Others,2024-06-15 12:06:43.233,Others,THRISSUR,1371313,Suggested to keep the graft union above the ground surface while planting grafted plants,Asked about position of graft union while planting fruit trees,Cultural Practices,,AGRICULTURE,KERALA,15,6,2024,Cultural Practices,0.35846417266342334,False
KODAKARA,Plantation Crops,2024-06-18 17:51:18.443,Coconut,THRISSUR,1409670,suggested to cut and remove all affected  tissues of crown .pour mancozeb solution contining 5g per 300 ml of water.,Asked about management of bud rot in coconut,Plant Protection,,HORTICULTURE,KERALA,18,6,2024,Plant Protection,1.0,True
MATHILAKAM,Vegetables,2024-06-19 13:51:15.350,Chillies,THRISSUR,1428831,suggested to do foliar application of potassium nitrate 5g per liter of water,Asked about nutrient management for  flowering in chilly,Nutrient Management,,HORTICULTURE,KERALA,19,6,2024,Nutrient Management,1.0,True
CHALAKKUDY,Vegetables,2024-06-21 13:07:15.253,Bhindi(Okra/Ladysfinger),THRISSUR,1468969,The seeds are soaked in water for 24 hours prior to planting for better and quicker germination.,Asked about soaking seeds before planting,Cultural Practices,,HORTICULTURE,KERALA,21,6,2024,Cultural Practices,0.8527419193425125,True
WADAKKANCHERY,Others,2024-06-22 12:08:13.867,Others,THRISSUR,1487038,Apply 2kg ash or 150g potash or spray potassium nitrate @ 5g/L,Asked about management of flowering in rambutan,Nutrient Management,,AGRICULTURE,KERALA,22,6,2024,Nutrient Management,1.0,True
CHALAKKUDY,Flowers,2024-06-25 16:31:57.113,Jasmine,THRISSUR,1516292,Suggested to apply Pseudomonas 10g/L,Asked about the application of Pseudomonas in Jasmine.,Plant Protection,,HORTICULTURE,KERALA,25,6,2024,Plant Protection,0.8334016455137363,True
MATHILAKAM,Fruits,2024-06-27 09:29:14.943,Banana,THRISSUR,1546922,Suggested to repeat the insecticide spray 2 weeks after first application,Asked about application of pesticide to control leaf eating caterpillar of banana,Plant Protection,,HORTICULTURE,KERALA,27,6,2024,Plant Protection,0.9462785192874651,True
MALA,Condiments and Spices,2024-06-27 10:53:07.893,Pepper,THRISSUR,1546968,"suggested that with the oneset of southwest monsoon in june july ,plant 2 rooted cuttings in the pit. fill the pits with mixture of top soil,compost and 50g of trichoderma.press the soil around the cuttings and form a small mound slopping outward and away from cuttings to prevent water stagnation around plants.",Asked about planting of blackpepper in monsoon time,Field Preparation,,HORTICULTURE,KERALA,27,6,2024,Field Preparation,0.9302696936716,True
PUZHAKKAL,Others,2024-06-27 11:29:34.837,Others,THRISSUR,1546985,"suggested to apply 400g farm yard manure,2.5kg urea,12kg rajphose,3.5kg murate of potash per 10 cent of coleus as basal application",Asked about nutrient management of coleus,Nutrient Management,,AGRICULTURE,KERALA,27,6,2024,Nutrient Management,0.7992733755948798,True
CHALAKKUDY,Plantation Crops,2024-06-27 17:11:31.810,Coconut,THRISSUR,1554497,Recommended to clean the crown during the pre-monsoon period. Cut and remove the affected parts of the crown along with healthy tissues. Pour Mancozeb75 WP solution @ 5 gram /300 ml of water coupled with placing of small perforated sachets (2 no) containing 3-4 gram Mancozeb 75 WP in the innermost leaf axils. Spray Bordeaux mixture (1%) on the crown of the neighboring palms as a prophylactic measure.,Asked about management of bud rot in coconut,Plant Protection,,HORTICULTURE,KERALA,27,6,2024,Plant Protection,1.0,True
LALAM,Fruits,2024-06-03 12:54:11.153,Jack Fruit,KOTTAYAM,1262141,Replied that there is no scientific evidence for fruiting in base of jack by tieing cowdung in base of tree,Asked about increasing yield of jackfruit,Cultural Practices,,HORTICULTURE,KERALA,3,6,2024,Cultural Practices,1.0,True
MADAPPALLY,Condiments and Spices,2024-06-04 10:48:56.943,Nutmeg,KOTTAYAM,1268374,"Suggested to apply potash and factomphos 1st ,after 10 days apply Mgso4 then again after 10 days apply micro nutrient mix.",Asked about fertilizer application in nutmeg,Nutrient Management,,HORTICULTURE,KERALA,4,6,2024,Nutrient Management,1.0,True
KADUTHURUTHY,Condiments and Spices,2024-06-05 16:40:05.930,Nutmeg,KOTTAYAM,1273707,suggested to apply borax 40g per plant,Asked about nutrient management for fruit falling in nutmeg,Nutrient Management,,HORTICULTURE,KERALA,5,6,2024,Nutrient Management,1.0,True
KANJIRAPPALLY,Fruits,2024-06-06 12:29:35.320,Banana,KOTTAYAM,1281129,"In case of severe attack, spray or Quinalphos 25 EC (1.5 ml/litre of water) with nozzle directed to the leaf axils and bore holes.",Asked about management of pseudo stem weevil in banana,Plant Protection,,HORTICULTURE,KERALA,6,6,2024,Plant Protection,1.0,True
LALAM,Plantation Crops,2024-06-13 14:00:00.800,Coconut,KOTTAYAM,1348507,Recommended to clean the crown during the pre-monsoon period. Cut and remove the affected parts of the crown along with healthy tissues. Pour Mancozeb75 WP solution @ 5 gram /300 ml of water coupled with placing of small perforated sachets (2 no) containing 3-4 gram Mancozeb 75 WP in the innermost leaf axils. Spray Bordeaux mixture (1%) on the crown of the neighboring palms as a prophylactic measure.,Asked about management of bud rot in coconut,Plant Protection,,HORTICULTURE,KERALA,13,6,2024,Plant Protection,1.0,True
MADAPPALLY,Fruits,2024-06-13 21:04:37.517,Banana,KOTTAYAM,1348515,Suggested to spray micro nutrient mix 5g/L.,Asked about the falling of bunch of banana.,Nutrient Management,,HORTICULTURE,KERALA,13,6,2024,Nutrient Management,1.0,True
ETTUMANOOR,Fruits,2024-06-15 16:41:04.607,Orange,KOTTAYAM,1371265,Suggested to apply potash 500g.,Asked about nutrient management in orange,Nutrient Management,,HORTICULTURE,KERALA,15,6,2024,Nutrient Management,1.0,True
ETTUMANOOR,Others,2024-06-26 12:04:47.120,Others,KOTTAYAM,1529596,Suggested to apply Copper Oxychloride 2.5g/L.OR Pseudomonas 20g/L,Asked about the management of Fungal attack in Bread  fruit.,Plant Protection,,AGRICULTURE,KERALA,26,6,2024,Plant Protection,1.0,True
KANJIRAPPALLY,Vegetables,2024-06-26 15:32:17.573,Bhindi(Okra/Ladysfinger),KOTTAYAM,1538367,"For bhindi spray Beauveria @ 20g per litre water. 
Or spray Quinalphos 25 EC  @ 1.5 ml/litre of water",Asked about management of leaf roller in bhindi,Plant Protection,,HORTICULTURE,KERALA,26,6,2024,Plant Protection,0.9067343003585805,True
LALAM,Others,2024-06-28 11:35:08.817,Others,KOTTAYAM,1562537,"rain shelter is a specialized structure designed to protect crops from excessive rain or other weather conditions that can cause damage or destruction. The top of the shelter is covered with a thin film, while the sides remain open, allowing for excellent ventilation and high light transmission. Sides can also be covered with insect proof nets. Polyhouse or a greenhouse is a house or a structure made of translucent material like glass or polyethylene where the plants grow and develop under controlled climatic conditions.",Asked about difference between polyhouse and rain shelter,Agriculture Mechanization,,AGRICULTURE,KERALA,28,6,2024,Agriculture Mechanization,0.6980164588343116,True
KANHANGAD,Plantation Crops,2024-06-04 08:53:19.313,Coconut,KASARGOD,1268407,Suggested that you can apply potash above the soil,Asked about application of potash in coconut,Nutrient Management,,HORTICULTURE,KERALA,4,6,2024,Nutrient Management,0.8796702695349176,True
KASARGOD,Plantation Crops,2024-06-06 11:20:26.303,Arecanut,KASARGOD,1281111,"suggested to apply urea-62g,potash-50g,10:26:26 mix-50g per plant",Asked about nutrient management of arecanut(2nd yr),Nutrient Management,,HORTICULTURE,KERALA,6,6,2024,Nutrient Management,1.0,True
KASARGOD,Others,2024-06-10 08:02:13.643,Others,KASARGOD,1313905,Suggested that there is high chance of rainfall for 1 week,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,10,6,2024,Weather,1.0,True
KASARGOD,Others,2024-06-20 13:37:27.853,Others,KASARGOD,1452285,suggested to use bordeux mixture as soon as possible after preparation,Asked about usage of bordeux mixture,Plant Protection,,AGRICULTURE,KERALA,20,6,2024,Plant Protection,0.5531585975790946,True
KASARGOD,Others,2024-06-27 10:37:10.190,Others,KASARGOD,1546967,"--Krishi Vigyan Kendra
Kerala Agricultural University
Ambalavayal P.O
Wayanad Kerala 673593
Phone No: 
+91-4936-260411",Asked about seed to drain impound water,Cultural Practices,,AGRICULTURE,KERALA,27,6,2024,Cultural Practices,1.0,True
NILESHWAR,Plantation Crops,2024-06-30 13:12:21.317,Coconut,KASARGOD,1589709,Suggested to apply micronutrient mix 200g,Asked about malformation of nuts in coconut,Plant Protection,,HORTICULTURE,KERALA,30,6,2024,Plant Protection,1.0,True
PARAKODE,Plantation Crops,2024-06-27 17:52:17.463,Rubber,PATHANAMTHITTA,1554541,"Suggested to apply equal amount of asafoetida and turmeric powder mixture to the soil.
Or spray 25g asafoetida and 25g turmeric powder to 1 litre water to the soil.
Or spray Chlorpyriphos 50EC @ 1.5ml per litre water.",Asked about management of ant in rubber,Plant Protection,,HORTICULTURE,KERALA,27,6,2024,Plant Protection,1.0,True
CHITTUMALA,Plantation Crops,2024-11-04 13:08:50.297,Coconut,KOLLAM,2944528,Spray imidacloprid 2ml/L in bore holes,Asked about management of red palm weevil in coconut,Plant Protection,,HORTICULTURE,KERALA,4,11,2024,Plant Protection,1.0,True
KOTTARAKKARA,Condiments and Spices,2024-11-07 18:05:57.163,Ginger,KOLLAM,2965058,The best time for planting is during the first fortnight of April,Asked about the planting time of  Ginger.,Cultural Practices,,HORTICULTURE,KERALA,7,11,2024,Cultural Practices,0.8097751583284187,True
KOTTARAKKARA,Fruits,2024-11-12 16:47:48.870,Banana,KOLLAM,3003268,The best planting time is April-May and August-September. While selecting planting time periods of heavy monsoon and severe summer months should be avoided.,Asked about planting season of Banana,Cultural Practices,,HORTICULTURE,KERALA,12,11,2024,Cultural Practices,0.9229399891541756,True
CHADAYAMANGALAM,Plantation Crops,2024-11-19 11:22:32.550,Coconut,KOLLAM,3051438,"Coconut at 1st Year
The first split has to be applied in April-June. The urea, rock phosphate, Muriate of Potash needed at this time is 80 gram, 100 gram, 130 gram respectively per plant.
The second dose has to apply in September-October and the dosage is 160 gram urea, 200 gram rock phosphate, 250 gram Muriate of Potash respectively.",Asked about the nutrient management of Coconut.,Nutrient Management,,HORTICULTURE,KERALA,19,11,2024,Nutrient Management,0.9773669262870951,True
KOTTARAKKARA,Vegetables,2024-11-20 13:20:05.420,Bottle Gourd,KOLLAM,3058576,"Spray Neem Seed Kernal Extract (NSKE) (50 gram/litre of water). Drench Beauveria bassina (20 gram/litre of water) in basins. In case of severe incidence, spray Cyantraniliprole 10.26 OD (2 ml/litre of water).",Asked about the management of Fruit Fly in Bottle gourd.,Plant Protection,,HORTICULTURE,KERALA,20,11,2024,Plant Protection,1.0,True
0   ,Vegetables,2024-11-28 14:36:02.550,Chillies,KOLLAM,3113006,Suggested to spray imidachloprid 2 ml per 10 liter of water.,Asked about management of thrips in chilli,Plant Protection,,HORTICULTURE,KERALA,28,11,2024,Plant Protection,1.0,True
CHADAYAMANGALAM,Fruits,2024-11-29 19:21:20.560,Pineapple,KOLLAM,3120762,"Suggested contact number of pineapple research station,vazhakulam,Ernakulam:
+918281808856
+919446840136","Asked contact number of pineapple research station,vazhakulam",Seeds and Planting Material,,HORTICULTURE,KERALA,29,11,2024,Seeds and Planting Material,0.1421810421481341,False
SULTHAN BATHERY,Fruits,2024-11-06 21:36:45.480,Banana,WAYANAD,2958537,Spray Chlorpyrifos 20 EC (1.5ml/litre of water) or Quinalphos 25 EC (1.5 ml/litre of water) with nozzle directed to the leaf axils and bore holes.,Asked about the management of Pseudostem Borer in Banana.,Plant Protection,,HORTICULTURE,KERALA,6,11,2024,Plant Protection,1.0,True
MANANTHAVADY,Vegetables,2024-11-22 10:10:33.387,Cowpea (Vegetable),WAYANAD,3071816,Suggested to spray chlorpyriphos 1.5ml per liters of water,Asked about dosage of chlorpyriphos in cowpea,Plant Protection,,HORTICULTURE,KERALA,22,11,2024,Plant Protection,0.7330466072327253,True
KUNNAMANGALAM,Fruits,2024-11-02 16:32:10.390,Mango,KOZHIKODE,2932208,Suggested to spray potassium nitrate 5 gram per liter of water,Asked about management of potassium deficiency in mango,Nutrient Management,,HORTICULTURE,KERALA,2,11,2024,Nutrient Management,0.9103252272469543,True
KODUVALLY,Vegetables,2024-11-06 19:41:22.510,Chillies,KOZHIKODE,2958515,Spray Thiamethoxam 4g per 10litre of water at evening times,Asked about management of whiteflies in Chilli,Plant Protection,,HORTICULTURE,KERALA,6,11,2024,Plant Protection,1.0,True
KUNNAMANGALAM,Fruits,2024-11-10 15:12:51.567,Papaya,KOZHIKODE,2989125,Suggested to spray pseudomonas solution 20 gram per liter of water,Asked about management of powdery mildew in papaya,Plant Protection,,HORTICULTURE,KERALA,10,11,2024,Plant Protection,1.0,True
KUNNAMANGALAM,Fruits,2024-11-12 21:43:28.373,Mango,KOZHIKODE,3003259,spray azadirachtin @ 5ml per litre water,Asked about control of leaf cutting weevil in mango,Plant Protection,,HORTICULTURE,KERALA,12,11,2024,Plant Protection,1.0,True
VADAKARA,Fruits,2024-11-15 10:25:37.380,Mango,KOZHIKODE,3021657,"Suggested to spray hexaconazol 1ml/L at the wooded area, after the cleaning area.",Asked about the management of Stem bleeding in mango.,Plant Protection,,HORTICULTURE,KERALA,15,11,2024,Plant Protection,1.0,True
KOZHIKODE,Plantation Crops,2024-11-17 15:28:15.767,Arecanut,KOZHIKODE,3039354,"The first split has to be applied in September-October. The urea, rock phosphate, Muriate of Potash needed at this time is 40 gram, 40 gram, 40 gram respectively per plant.
The second dose has to apply in March-April and the dosage is 35 gram urea, 35 gram rock phosphate, 40gram Muriate of Potash respectively.",Asked about the nutrient management of Arecanut.,Nutrient Management,,HORTICULTURE,KERALA,17,11,2024,Nutrient Management,1.0,True
VADAKARA,Plantation Crops,2024-11-22 21:18:07.197,Coconut,KOZHIKODE,3070415,Spray Potassium phosphonate 50 SC (4 ml / litre of water) or Metalaxyl + Mancozeb 80 WP (2 gram/litre of water) at 10-14 days interval.,Asked about management of fruit rot in coconut,Plant Protection,,HORTICULTURE,KERALA,22,11,2024,Plant Protection,1.0,True
PARAKODE,Fruits,2024-11-14 11:07:59.077,Banana,PATHANAMTHITTA,3014032,Drench copper oxychloride 50 WP (2g/L),Asked about management of rhizome rot in banana,Plant Protection,,HORTICULTURE,KERALA,14,11,2024,Plant Protection,1.0,True
PARAKODE,Fruits,2024-11-20 10:36:36.483,Banana,PATHANAMTHITTA,3058615,Drench soil with Hexaconazole 5 EC EC (1 ml / litre of water),Asked about the management of Sigatoka leaf spot in Banana.,Plant Protection,,HORTICULTURE,KERALA,20,11,2024,Plant Protection,1.0,True
0   ,Others,2024-11-02 10:51:53.997,Others,KASARGOD,2932233,Blank call,Blank call,Sowing Time and Weather,,AGRICULTURE,KERALA,2,11,2024,Sowing Time and Weather,0.0,False
KANHANGAD,Plantation Crops,2024-11-07 12:41:12.590,Rubber,KASARGOD,2965055,Suggested Weather forecast district kasargod and Parappa Block - There is no chances for rainfall today and in the next three days but partly cloudy weather will remain for today and tomorrow. Today's expected maximum temperature is  31°C and minimum temperature of 23°C and wind speed is likely to run at  16 kilometres per hour. Schedule rubber tapping accordingly,Farmer asked query on Weather,Post Harvest Preservation,,HORTICULTURE,KERALA,7,11,2024,Post Harvest Preservation,0.9492236829662223,True
KASARGOD,Fruits,2024-11-08 11:37:30.073,Banana,KASARGOD,2971693,Contact VFPCK Krishi Business Kendra 04994 257 061 for availability of ayar,Asked about nutrient management in banana,Nutrient Management,,HORTICULTURE,KERALA,8,11,2024,Nutrient Management,1.0,True
KASARGOD,Flowers,2024-11-15 14:53:14.590,China Astor,KASARGOD,3024197,Spray Humic acid 4ml per litre of water,Asked about increasing flowering in nursery plants,Nutrient Management,,HORTICULTURE,KERALA,15,11,2024,Nutrient Management,1.0,True
0   ,Plantation Crops,2024-11-22 13:43:13.677,Arecanut,KASARGOD,3071805,Apply 100 gram Magnesium and 100 gram of micronutrient food per palm per year. During early stages of the disease treat the palms with 500 ppm tetracycline (5 ml/10 litre if water) by spraying and soil drenching. Spray  (1ml / 3 litre of water) to control the insect vector.,Asked about yellowing of arecanut,Nutrient Management,,HORTICULTURE,KERALA,22,11,2024,Nutrient Management,1.0,True
