case_id,variant,crop,state,season
MALAPPURAM_Arecanut,"Plant Protection -> Market Information -> Nutrient Management -> Nutrient Management -> Field Preparation -> Nutrient Management -> Nutrient Management -> Weather -> Weather -> Seeds and Planting Material -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Field Preparation -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Weather -> Post Harvest Preservation -> Nutrient Management -> Post Harvest Preservation -> Agriculture Mechanization -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Plant Protection -> Nutrient Management -> Plant Protection -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Water Management, Micro Irrigation -> Nutrient Management",Arecanut,KERALA,
MALAPPURAM_Ash Gourd (Petha),Nutrient Management -> Nutrient Management,Ash Gourd (Petha),KERALA,
MALAPPURAM_Avacado,Nutrient Management,Avacado,KERALA,
MALAPPURAM_Banana,"Plant Protection -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Weather -> Plant Protection -> Nutrient Management -> Nutrient Management -> Field Preparation -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Plant Protection -> Field Preparation -> Nutrient Management -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Cultural Practices -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Water Management, Micro Irrigation -> Plant Protection -> Field Preparation -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection",Banana,KERALA,
MALAPPURAM_Bhindi(Okra/Ladysfinger),"Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Weather -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Water Management, Micro Irrigation",Bhindi(Okra/Ladysfinger),KERALA,
MALAPPURAM_Bitter Gourd,"Water Management, Micro Irrigation -> Nutrient Management -> Nutrient Management -> Plant Protection",Bitter Gourd,KERALA,
"MALAPPURAM_Bovine(Cow,Buffalo)",Dairy Production,"Bovine(Cow,Buffalo)",KERALA,
MALAPPURAM_Brinjal,Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Brinjal,KERALA,
MALAPPURAM_Chillies,"Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Seeds and Planting Material -> Plant Protection -> Plant Protection",Chillies,KERALA,
MALAPPURAM_Cinnamon,Plant Protection,Cinnamon,KERALA,
MALAPPURAM_Clove,Plant Protection,Clove,KERALA,
MALAPPURAM_Cocoa,Plant Protection -> Field Preparation -> Field Preparation -> Nutrient Management,Cocoa,KERALA,
MALAPPURAM_Coconut,"Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Agriculture Mechanization -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Organic Farming -> Plant Protection -> Nutrient Management -> Nutrient Management -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Nutrient Management -> Nutrient Management -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Plant Protection -> Cultural Practices -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management",Coconut,KERALA,
"MALAPPURAM_Colocasia (Arvi, Arbi)",Cultural Practices,"Colocasia (Arvi, Arbi)",KERALA,
MALAPPURAM_Cowpea (Vegetable),"Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Water Management, Micro Irrigation -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection",Cowpea (Vegetable),KERALA,
MALAPPURAM_Cucumber,Plant Protection -> Weather -> Nutrient Management -> Field Preparation -> Nutrient Management,Cucumber,KERALA,
MALAPPURAM_Curry Leaf,Organic Farming -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection,Curry Leaf,KERALA,
MALAPPURAM_Drum Stick,Nutrient Management,Drum Stick,KERALA,
MALAPPURAM_Ginger,Field Preparation -> Seeds and Planting Material -> Cultural Practices -> Seeds and Planting Material -> Cultural Practices -> Nutrient Management -> Plant Protection -> Plant Protection,Ginger,KERALA,
MALAPPURAM_Grape,Nutrient Management,Grape,KERALA,
MALAPPURAM_Guava,Vegetative Propagation and Tissue Culture -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection,Guava,KERALA,
MALAPPURAM_Hibiscus (Gurhal),Plant Protection -> Plant Protection,Hibiscus (Gurhal),KERALA,
MALAPPURAM_Indian Clover (Senji Sweet Clover),Plant Protection,Indian Clover (Senji Sweet Clover),KERALA,
MALAPPURAM_Ivy Gourd,Plant Protection -> Plant Protection,Ivy Gourd,KERALA,
MALAPPURAM_Jack Fruit,"Water Management, Micro Irrigation",Jack Fruit,KERALA,
MALAPPURAM_Kokum,Nutrient Management,Kokum,KERALA,
MALAPPURAM_Loquat,Plant Protection,Loquat,KERALA,
MALAPPURAM_Mango,"Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Water Management, Micro Irrigation -> Plant Protection -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Field Preparation -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Seeds and Planting Material -> Plant Protection -> Seeds and Planting Material -> Field Preparation -> Cultural Practices -> Plant Protection -> Cultural Practices -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection",Mango,KERALA,
MALAPPURAM_Nutmeg,Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Market Information -> Nutrient Management -> Nutrient Management,Nutmeg,KERALA,
MALAPPURAM_Oats,Plant Protection,Oats,KERALA,
MALAPPURAM_Orange,Nutrient Management,Orange,KERALA,
MALAPPURAM_POULTRY  FARM,Cattle shed Planning and Management,POULTRY  FARM,KERALA,
MALAPPURAM_Paddy (Dhan),Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Post Harvest Preservation -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Water Management -> Plant Protection -> Varieties -> Agriculture Mechanization -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Weed Management -> Plant Protection -> Plant Protection -> Nutrient Management,Paddy (Dhan),KERALA,
MALAPPURAM_Passion Fruit,Nutrient Management,Passion Fruit,KERALA,
MALAPPURAM_Pepper,"Vegetative Propagation and Tissue Culture -> Vegetative Propagation and Tissue Culture -> Plant Protection -> Seeds and Planting Material -> Nutrient Management -> Cultural Practices -> Plant Protection -> Nutrient Management -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Plant Protection -> Water Management, Micro Irrigation -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Plant Protection -> Plant Protection",Pepper,KERALA,
MALAPPURAM_Pigeon pea (red gram/arhar/tur),Cultural Practices,Pigeon pea (red gram/arhar/tur),KERALA,
MALAPPURAM_Pineapple,Nutrient Management,Pineapple,KERALA,
MALAPPURAM_Pumpkin,Nutrient Management -> Nutrient Management -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management,Pumpkin,KERALA,
MALAPPURAM_Rose,Plant Protection,Rose,KERALA,
MALAPPURAM_Rubber,Plant Protection -> Nutrient Management -> Old/Senile Orchard Rejuvenation -> Nutrient Management -> Cultural Practices,Rubber,KERALA,
MALAPPURAM_Tapioca (Cassava),Nutrient Management -> Nutrient Management -> Sowing Time and Weather -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection,Tapioca (Cassava),KERALA,
MALAPPURAM_Tomato,Plant Protection -> Weather -> Organic Farming -> Nutrient Management -> Nutrient Management -> Plant Protection,Tomato,KERALA,
MALAPPURAM_Turmeric,Seeds and Planting Material,Turmeric,KERALA,
MALAPPURAM_Watermelon,Plant Protection -> Plant Protection -> Seeds and Planting Material,Watermelon,KERALA,
PALAKKAD_Acid Lime,Nutrient Management -> Cultural Practices,Acid Lime,KERALA,
PALAKKAD_Aloe Vera,Cultural Practices,Aloe Vera,KERALA,
PALAKKAD_Amaranthus/Grain Amaranthus,"Water Management, Micro Irrigation",Amaranthus/Grain Amaranthus,KERALA,
PALAKKAD_Amarphophallus (Surankand/Elephant Foot Yam),Nutrient Management -> Plant Protection,Amarphophallus (Surankand/Elephant Foot Yam),KERALA,
PALAKKAD_Arecanut,"Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Seeds and Planting Material -> Nutrient Management -> Cultural Practices -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Field Preparation -> Nutrient Management -> Nutrient Management -> Water Management, Micro Irrigation -> Water Management, Micro Irrigation -> Nutrient Management",Arecanut,KERALA,
PALAKKAD_Ash Gourd (Petha),Plant Protection -> Seeds and Planting Material -> Cultural Practices,Ash Gourd (Petha),KERALA,
PALAKKAD_BAJRA NAPIER HYBRID,Weed Management,BAJRA NAPIER HYBRID,KERALA,
PALAKKAD_Babool,Plant Protection,Babool,KERALA,
PALAKKAD_Banana,Plant Protection -> Field Preparation -> Nutrient Management -> Nutrient Management -> Field Preparation -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Field Preparation,Banana,KERALA,
PALAKKAD_Bhindi(Okra/Ladysfinger),Nutrient Management -> Agriculture Mechanization -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Field Preparation -> Seeds and Planting Material -> Field Preparation,Bhindi(Okra/Ladysfinger),KERALA,
PALAKKAD_Bitter Gourd,Plant Protection -> Plant Protection -> Cultural Practices,Bitter Gourd,KERALA,
PALAKKAD_Black Gram (urd bean),Varieties -> Post Harvest Preservation -> Field Preparation,Black Gram (urd bean),KERALA,
PALAKKAD_Bottle Gourd,Seeds and Planting Material,Bottle Gourd,KERALA,
PALAKKAD_Brinjal,Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Cultural Practices -> Plant Protection -> Seeds and Planting Material -> Nutrient Management,Brinjal,KERALA,
PALAKKAD_Broad Bean,Nutrient Management,Broad Bean,KERALA,
PALAKKAD_Cabbage,Cultural Practices,Cabbage,KERALA,
PALAKKAD_Cardamom,Weather -> Weather -> Plant Protection,Cardamom,KERALA,
PALAKKAD_Cauliflower,Nutrient Management -> Cultural Practices,Cauliflower,KERALA,
PALAKKAD_Chillies,Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Cultural Practices -> Field Preparation -> Plant Protection,Chillies,KERALA,
PALAKKAD_China Astor,Nutrient Management,China Astor,KERALA,
PALAKKAD_Citrus,Nutrient Management,Citrus,KERALA,
PALAKKAD_Cocoa,Field Preparation,Cocoa,KERALA,
PALAKKAD_Coconut,Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Organic Farming -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Soil Testing -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management,Coconut,KERALA,
"PALAKKAD_Colocasia (Arvi, Arbi)","Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.)","Colocasia (Arvi, Arbi)",KERALA,
PALAKKAD_Cowpea (Vegetable),"Cultural Practices -> Water Management, Micro Irrigation -> Field Preparation -> Cultural Practices -> Nutrient Management",Cowpea (Vegetable),KERALA,
PALAKKAD_Cucumber,Nutrient Management,Cucumber,KERALA,
PALAKKAD_Fig,Cultural Practices,Fig,KERALA,
PALAKKAD_FingerMillet  (Ragi/Mandika),Seeds,FingerMillet  (Ragi/Mandika),KERALA,
PALAKKAD_Fresh Water,"Fish  Marketing -> Tank, Pond and Reservoir Management",Fresh Water,KERALA,
PALAKKAD_Ginger,Nutrient Management -> Plant Protection,Ginger,KERALA,
PALAKKAD_Grape,Plant Protection -> Cultural Practices,Grape,KERALA,
PALAKKAD_Green Gram (Moong Bean/ Moong),Varieties,Green Gram (Moong Bean/ Moong),KERALA,
PALAKKAD_Horse Gram (kulthi/kultha),Field Preparation,Horse Gram (kulthi/kultha),KERALA,
PALAKKAD_Jack Fruit,Cultural Practices -> Plant Protection -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management,Jack Fruit,KERALA,
PALAKKAD_Mango,Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Seeds and Planting Material -> Seeds and Planting Material -> Nutrient Management -> Cultural Practices -> Field Preparation -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Cultural Practices,Mango,KERALA,
PALAKKAD_Marigold,Nutrient Management,Marigold,KERALA,
PALAKKAD_Mustard,Post Harvest Preservation,Mustard,KERALA,
PALAKKAD_Nutmeg,Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management,Nutmeg,KERALA,
PALAKKAD_POULTRY  FARM,Disease Management,POULTRY  FARM,KERALA,
PALAKKAD_Paddy (Dhan),Weed Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Post Harvest Preservation -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Varieties -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Seeds -> Cultural Practices -> Nutrient Management -> Weed Management -> Weed Management -> Sowing Time and Weather -> Nutrient Management -> Nutrient Management -> Plant Protection -> Weed Management -> Weed Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Seeds -> Cultural Practices -> Plant Protection -> Seeds -> Plant Protection -> Weed Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Fertilizer Use and Availability -> Nutrient Management -> Post Harvest Preservation -> Post Harvest Preservation -> Weed Management -> Nutrient Management -> Post Harvest Preservation -> Seeds -> Cultural Practices -> Field Preparation -> Nutrient Management -> Fertilizer Use and Availability -> Nutrient Management -> Organic Farming -> Agriculture Mechanization,Paddy (Dhan),KERALA,
PALAKKAD_Papaya,Nutrient Management -> Plant Protection -> Plant Protection,Papaya,KERALA,
PALAKKAD_Passion Fruit,Nutrient Management,Passion Fruit,KERALA,
PALAKKAD_Pepper,Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Cultural Practices -> Market Information -> Market Information -> Weather -> Nutrient Management -> Cultural Practices -> Cultural Practices -> Cultural Practices -> Field Preparation -> Nutrient Management,Pepper,KERALA,
PALAKKAD_Pomegranate,Nutrient Management,Pomegranate,KERALA,
PALAKKAD_Pumpkin,Cultural Practices -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection,Pumpkin,KERALA,
PALAKKAD_Rose,Nutrient Management -> Plant Protection -> Fertilizer Use and Availability,Rose,KERALA,
PALAKKAD_Rubber,Seeds and Planting Material -> Nutrient Management,Rubber,KERALA,
PALAKKAD_Sandal Wood,Cultural Practices,Sandal Wood,KERALA,
PALAKKAD_Sesame (Gingelly/Til)/Sesamum,Cultural Practices -> Plant Protection -> Field Preparation,Sesame (Gingelly/Til)/Sesamum,KERALA,
PALAKKAD_Snake Gourd,Seeds and Planting Material,Snake Gourd,KERALA,
PALAKKAD_Sweet Potato,Field Preparation,Sweet Potato,KERALA,
PALAKKAD_Tapioca (Cassava),Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection,Tapioca (Cassava),KERALA,
PALAKKAD_Tomato,Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection,Tomato,KERALA,
PALAKKAD_Turkey,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",Turkey,KERALA,
PALAKKAD_Turmeric,Plant Protection -> Nutrient Management,Turmeric,KERALA,
PATHANAMTHITTA_Acid Lime,Nutrient Management,Acid Lime,KERALA,
PATHANAMTHITTA_Amaranthus/Grain Amaranthus,Plant Protection -> Plant Protection -> Nutrient Management -> Field Preparation -> Cultural Practices -> Plant Protection,Amaranthus/Grain Amaranthus,KERALA,
PATHANAMTHITTA_Amarphophallus (Surankand/Elephant Foot Yam),Plant Protection -> Plant Protection,Amarphophallus (Surankand/Elephant Foot Yam),KERALA,
PATHANAMTHITTA_Aonla,Plant Protection,Aonla,KERALA,
PATHANAMTHITTA_Arecanut,Nutrient Management,Arecanut,KERALA,
PATHANAMTHITTA_Banana,Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Cultural Practices -> Seeds and Planting Material -> Plant Protection -> Plant Protection -> Plant Protection -> Cultural Practices -> Organic Farming -> Nutrient Management,Banana,KERALA,
PATHANAMTHITTA_Bhindi(Okra/Ladysfinger),Plant Protection -> Plant Protection,Bhindi(Okra/Ladysfinger),KERALA,
PATHANAMTHITTA_Bitter Gourd,Plant Protection -> Plant Protection,Bitter Gourd,KERALA,
PATHANAMTHITTA_Bottle Gourd,Cultural Practices,Bottle Gourd,KERALA,
"PATHANAMTHITTA_Bovine(Cow,Buffalo)",Disease Management,"Bovine(Cow,Buffalo)",KERALA,
PATHANAMTHITTA_Brinjal,Nutrient Management -> Plant Protection,Brinjal,KERALA,
PATHANAMTHITTA_Chillies,Plant Protection -> Plant Protection -> Nutrient Management -> Bio-Pesticides and Bio-Fertilizers -> Nutrient Management,Chillies,KERALA,
PATHANAMTHITTA_Coconut,"Water Management, Micro Irrigation -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management",Coconut,KERALA,
PATHANAMTHITTA_Cowpea (Vegetable),Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection,Cowpea (Vegetable),KERALA,
PATHANAMTHITTA_Cucumber,Plant Protection,Cucumber,KERALA,
PATHANAMTHITTA_Curry Leaf,Plant Protection,Curry Leaf,KERALA,
PATHANAMTHITTA_Drum Stick,Plant Protection,Drum Stick,KERALA,
PATHANAMTHITTA_Ginger,Cultural Practices -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Ginger,KERALA,
PATHANAMTHITTA_Goat,Disease Management,Goat,KERALA,
PATHANAMTHITTA_Jack Fruit,Nutrient Management -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Seeds and Planting Material -> Plant Protection,Jack Fruit,KERALA,
PATHANAMTHITTA_Jasmine,Nutrient Management,Jasmine,KERALA,
PATHANAMTHITTA_Lesser Yam (Rafula),Plant Protection,Lesser Yam (Rafula),KERALA,
PATHANAMTHITTA_Mango,Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management,Mango,KERALA,
PATHANAMTHITTA_Marigold,Plant Protection -> Nutrient Management,Marigold,KERALA,
PATHANAMTHITTA_Nutmeg,"Nutrient Management -> Nutrient Management -> Cultural Practices -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.)",Nutmeg,KERALA,
PATHANAMTHITTA_POULTRY  FARM,Disease Reporting -> Market Information,POULTRY  FARM,KERALA,
PATHANAMTHITTA_Paddy (Dhan),Nutrient Management -> Nutrient Management,Paddy (Dhan),KERALA,
PATHANAMTHITTA_Pepper,Nutrient Management -> Cultural Practices -> Nutrient Management -> Bio-Pesticides and Bio-Fertilizers,Pepper,KERALA,
PATHANAMTHITTA_Poplar,Nutrient Management,Poplar,KERALA,
PATHANAMTHITTA_Pumpkin,Nutrient Management,Pumpkin,KERALA,
PATHANAMTHITTA_Rose,Plant Protection,Rose,KERALA,
PATHANAMTHITTA_Rubber,Cultural Practices -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection,Rubber,KERALA,
PATHANAMTHITTA_Sandal Wood,Cultural Practices,Sandal Wood,KERALA,
PATHANAMTHITTA_Sapota,Nutrient Management,Sapota,KERALA,
PATHANAMTHITTA_Snake Gourd,Nutrient Management,Snake Gourd,KERALA,
PATHANAMTHITTA_Tapioca (Cassava),Nutrient Management -> Nutrient Management -> Sowing Time and Weather -> Water Management -> Plant Protection,Tapioca (Cassava),KERALA,
PATHANAMTHITTA_Tomato,Plant Protection,Tomato,KERALA,
PATHANAMTHITTA_Turkey,Market Information,Turkey,KERALA,
PATHANAMTHITTA_Turmeric,Field Preparation,Turmeric,KERALA,
THRISSUR_Acid Lime,Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection,Acid Lime,KERALA,
THRISSUR_Amaranthus/Grain Amaranthus,Field Preparation -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Field Preparation -> Cultural Practices -> Cultural Practices,Amaranthus/Grain Amaranthus,KERALA,
THRISSUR_Amarphophallus (Surankand/Elephant Foot Yam),Nutrient Management -> Cultural Practices,Amarphophallus (Surankand/Elephant Foot Yam),KERALA,
THRISSUR_Anthurium,Nutrient Management -> Plant Protection,Anthurium,KERALA,
THRISSUR_Aonla,Nutrient Management -> Nutrient Management,Aonla,KERALA,
THRISSUR_Arecanut,Plant Protection -> Field Preparation -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Organic Farming -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management,Arecanut,KERALA,
THRISSUR_Ash Gourd (Petha),Plant Protection -> Nutrient Management -> Plant Protection -> Cultural Practices -> Cultural Practices -> Seeds and Planting Material,Ash Gourd (Petha),KERALA,
THRISSUR_Avacado,Nutrient Management,Avacado,KERALA,
THRISSUR_Banana,"Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Organic Farming -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Agriculture Mechanization -> Nutrient Management -> Plant Protection -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Cultural Practices -> Plant Protection -> Agriculture Mechanization -> Nutrient Management -> Seeds and Planting Material -> Seeds and Planting Material -> Water Management, Micro Irrigation -> Seeds and Planting Material -> Nutrient Management -> Plant Protection -> Plant Protection -> Field Preparation -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Nutrient Management -> Plant Protection -> Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Cultural Practices -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection",Banana,KERALA,
THRISSUR_Ber,Plant Protection,Ber,KERALA,
THRISSUR_Bhindi(Okra/Ladysfinger),Cultural Practices -> Landscaping -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Cultural Practices -> Plant Protection,Bhindi(Okra/Ladysfinger),KERALA,
THRISSUR_Bitter Gourd,Plant Protection -> Plant Protection -> Seeds and Planting Material -> Nutrient Management,Bitter Gourd,KERALA,
THRISSUR_Bottle Gourd,Nutrient Management,Bottle Gourd,KERALA,
