BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
AMBALAPPUZHA,Flowers,2024-04-07T10:13:14.68,Rose,ALAPPUZHA,880670,"It may take 2 weeks to establish. So, observe for one more week",Asked about growth of bud rose,Cultural Practices,NA,HORTICULTURE,KERALA,7,4,2024
AMBALAPPUZHA,Others,2024-04-09T15:38:02.083,Others,ALAPPUZHA,895328,"Office of the Principal Agricultural Officer, Alappuzha -9383471108, 0477-2251403","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,9,4,2024
MAVELIKKARA,Vegetables,2024-04-13T10:34:04.63,Chillies,ALAPPUZHA,933078,Suggested to spray Planofix @ 2ml per 10 litre water.,Asked about management of flower drop in chilli,Cultural Practices,NA,HORTICULTURE,KERALA,13,4,2024
MAVELIKKARA,Others,2024-04-13T10:44:51.243,Others,ALAPPUZHA,933079,16th installment of PM Kisan Samman Nidhi was credited on 29/02/2024 in India Post Payment Bank.,Asked to check beneficiary status of PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,13,4,2024
0   ,Others,2024-04-13T16:47:36.173,Others,ALAPPUZHA,933069,Kindly call 18001801551 if have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,13,4,2024
PATTANAKKAD,Others,2024-04-15T12:18:57.933,Others,ALAPPUZHA,950212,Aadhaar number de-seeded from NPCI mapper by bank - customer to contact his/her bank,Asked about PM Kisan ,Government Schemes,NA,AGRICULTURE,KERALA,15,4,2024
MUTHUKULAM,Others,2024-04-16T17:23:06.87,Others,ALAPPUZHA,957689,Suggested to get PM Kisan registration from Krishibhavan for checking PM Kisan beneficiary status.,Asked query related to PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,16,4,2024
0   ,Flowers,2024-04-20T14:18:59.003,Rose,ALAPPUZHA,983655,Spray nimbecidine @ 3 ml/L,Asked about dosage of nimbecidine in rose,	Plant Protection	,NA,HORTICULTURE,KERALA,20,4,2024
MUTHUKULAM,Vegetables,2024-04-24T09:26:50.647,Cowpea (Vegetable),ALAPPUZHA,1008698,suggested to spray azadirachtin 3ml per litre of water or verticillium 20 g per liter of water.,Asked about management of aphid in cowpea,	Plant Protection	,NA,HORTICULTURE,KERALA,24,4,2024
BHARANICAVU,Others,2024-04-24T10:37:47.9,Others,ALAPPUZHA,1009355,Suggested to call again with OTP,"Asked about PM KISAN Samman Nidhi Scheme
",Government Schemes,NA,AGRICULTURE,KERALA,24,4,2024
PATTANAKKAD,Vegetables,2024-04-24T13:38:54.67,Drum Stick,ALAPPUZHA,1010054,Suggested to apply ash or potash 100g in drumstick plant,Asked about bearing less number of fruits in drumstick plant,Nutrient Management,NA,HORTICULTURE,KERALA,24,4,2024
PATTANAKKAD,Others,2024-04-29T13:54:55.947,Others,ALAPPUZHA,1036513,Suggested to wait for next installment,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,29,4,2024
MAVELIKKARA,Others,2024-04-30T10:06:40.507,Others,ALAPPUZHA,1040146,"Responded that unable to check the beneficiary status due to technical issues. Call later.
","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,30,4,2024
SULTHAN BATHERY,Fruits,2024-04-08T10:10:19.9,Banana,WAYANAD,888051,Spray suphate of potash @ 15g/L,Asked about nutrient management in nendran banana after bunch emergence,Nutrient Management,NA,HORTICULTURE,KERALA,8,4,2024
MANANTHAVADY,Others,2024-04-11T13:25:28.433,Others,WAYANAD,913887,Kindly call 18001801551 if you have any queries related to agriculture.,"INCOMPLETE CALL
",Government Schemes,NA,AGRICULTURE,KERALA,11,4,2024
MANANTHAVADY,Others,2024-04-11T14:04:13.58,Others,WAYANAD,913889,Responded that unable to check the beneficiary status due to technical issues. Call later.,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,11,4,2024
MANANTHAVADY,Others,2024-04-11T14:10:14.693,Others,WAYANAD,913890,Kindly call 18001801551 if have any queries related to agriculture.,"INCOMPLETE CALL
",Government Schemes,NA,AGRICULTURE,KERALA,11,4,2024
MANANTHAVADY,Others,2024-04-12T10:44:24.583,Others,WAYANAD,923177,Kindly call again with registration number,"Asked about PM KISAN beneficiary status
",Government Schemes,NA,AGRICULTURE,KERALA,12,4,2024
MANANTHAVADY,Others,2024-04-13T19:32:19.32,Others,WAYANAD,933059,"Your PM Kisan Samman Nidhi registration number- KL280942702.
Kindly complete Aadhaar bank account seeding in your Kerala gramin bank account","Asked about PM KISAN Samman Nidhi Scheme
",Government Schemes,NA,AGRICULTURE,KERALA,13,4,2024
KALPETTA,Others,2024-04-15T18:51:08.857,Others,WAYANAD,950217,Pending for approval at Sub-District/Block Level,Asked query related to PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,15,4,2024
SULTHAN BATHERY,Plantation Crops,2024-04-19T13:36:02.837,Coffee,WAYANAD,977804,"Suggested to contact Regional Agricultural Research Station, Ambalavayal, Phone: 04936 260 421",Asked about availability of coffee seedlins=gs,Seeds and Planting Material,NA,HORTICULTURE,KERALA,19,4,2024
PANAMARAM,Plantation Crops,2024-04-21T11:04:03.4,Coffee,WAYANAD,989906,Suggested that coffee plants can be grafted,Asked about grafting in coffee plants,Vegetative Propagation and Tissue Culture,NA,HORTICULTURE,KERALA,21,4,2024
MANANTHAVADY,Others,2024-04-23T15:58:25.81,Others,WAYANAD,1003134,"1800 425 7064 - insurance
Office of the Principal Agricultural Officer, Wayanad
9383472442
0493-6202506	
paowyanad.agri@kerala.gov.in",Asked about the contact details related to PMFBY.,Training and Exposure Visits,NA,AGRICULTURE,KERALA,23,4,2024
SULTHAN BATHERY,Fruits,2024-04-24T10:18:48.72,Banana,WAYANAD,1009348,suggested to spray SAAF 3 g per litre of water.,Asked about management of  rot in banana.,	Plant Protection	,NA,HORTICULTURE,KERALA,24,4,2024
PANAMARAM,Condiments and Spices,2024-04-28T09:27:57.333,Ginger,WAYANAD,1029746,Suggested to apply 2kg lime per cent,Asked about lime requirement for ginger,Nutrient Management,NA,HORTICULTURE,KERALA,28,4,2024
PAYYANNUR,Others,2024-04-04T19:53:44.913,Others,KANNUR,861261,"
District Animal Husbandry Office 0497 270 0267.",Asked about the contact details of Animal husbandry department in Kannur,Training and Exposure Visits,NA,AGRICULTURE,KERALA,4,4,2024
0   ,Others,2024-04-06T10:05:32.333,Others,KANNUR,872770,Blank call,Blank call,Seeds,NA,AGRICULTURE,KERALA,6,4,2024
TALIPARAMBA,Others,2024-04-06T14:06:18.213,Others,KANNUR,872744,"Unable to check the beneficiary status due to technical issues. Kindly call again later
","Asked about PM KISAN Samman Nidhi Scheme
",Government Schemes,NA,AGRICULTURE,KERALA,6,4,2024
TALIPARAMBA,Others,2024-04-07T19:29:33.193,Others,KANNUR,880666,"Unable to check the beneficiary status due to server error. Kindly call again later
","Asked query related to PM Kisan Samman Nidhi scheme

",Government Schemes,NA,AGRICULTURE,KERALA,7,4,2024
IRITTY,Fruits,2024-04-09T10:10:26.233,Jack Fruit,KANNUR,895294,Suggested to apply potash 250g,Asked about nutrient management in jackfruit,Nutrient Management,NA,HORTICULTURE,KERALA,9,4,2024
THALASSERY,Others,2024-04-11T11:36:49.337,Others,KANNUR,913869,"Unable to check the beneficiary status due to technical issues. Kindly call again later
",Asked to check PM Kisan beneficiary status,Government Schemes,NA,AGRICULTURE,KERALA,11,4,2024
0   ,Others,2024-04-11T15:55:37.9,Others,KANNUR,913877,Verified By District and Pending for Approval at State Level.,Asked query related to PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,11,4,2024
TALIPARAMBA,Others,2024-04-11T21:33:14.923,Others,KANNUR,913868,Responded that unable to check the beneficiary status due to technical issues. Call later.,Asked query related to PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,11,4,2024
KANNUR,Others,2024-04-12T07:41:15.35,Others,KANNUR,923174,Kindly call 18001801551 if you have any queries related to agriculture.,"INCOMPLETE CALL
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,12,4,2024
0   ,Others,2024-04-13T18:36:16.733,Others,KANNUR,933071,Kindly call 18001801551 if you have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,13,4,2024
TALIPARAMBA,Others,2024-04-14T11:52:31.66,Others,KANNUR,942209,Suggested to call back after getting PM Kisan registration number to check PM Kisan beneficiary status.,Asked about not crediting installments of PM Kisan,Government Schemes,NA,AGRICULTURE,KERALA,14,4,2024
KUTHUPARAMBA,Others,2024-04-17T12:44:43.61,Others,KANNUR,964391,Suggested that there is only low chance of rainfall today.,Farmer asked query on Weather,Post Harvest Preservation,NA,AGRICULTURE,KERALA,17,4,2024
0   ,Others,2024-04-17T14:37:06.5,Others,KANNUR,964448,Kindly call 18001801551 if you have any queries related to agriculture.,"INCOMPLETE CALL
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,17,4,2024
KANNUR,Others,2024-04-18T10:14:27.673,Others,KANNUR,971154,"Responded that release date of PM Kisan Samman Nidhi scheme 17th installment is not yet announced
",Asked about PM KISAN Samman Nidhi Scheme,Government Schemes,NA,AGRICULTURE,KERALA,18,4,2024
KUTHUPARAMBA,Others,2024-04-18T12:11:01.153,Others,KANNUR,971124,"Krishi Vigyan Kendra  - Kannur
Address: 39JW+GR4, Pepper Research Station-Poovam Rd, Kannur, Panniyoor, Kerala 670142
contact number - 0460 222 6087",Asked about the contact details for buying methalo bacteria,Training and Exposure Visits,NA,AGRICULTURE,KERALA,18,4,2024
IRIKKUR,Others,2024-04-23T10:42:11.967,Others,KANNUR,1003176,"Kindly call again with e-KYC registered mobile number to receive OTP
","Asked query related to PM KISAN
",Government Schemes,NA,AGRICULTURE,KERALA,23,4,2024
0   ,Others,2024-04-24T15:10:58.687,Others,KANNUR,1010737,"--
Kindly call 18001801551 if you have any queries related to agriculture.","INCOMPLETE CALL
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,24,4,2024
IRIKKUR,Others,2024-04-25T11:20:18.903,Others,KANNUR,1013975,"Suggested to call later as PM Kisan official site is not available to check beneficiary status.
","Asked query related to PM Kisan Samman Nidhi scheme

",Government Schemes,NA,AGRICULTURE,KERALA,25,4,2024
0   ,Others,2024-04-29T08:34:21.62,Others,KANNUR,1034520,missed call,missed call,Government Schemes,NA,AGRICULTURE,KERALA,29,4,2024
PAYYANNUR,Others,2024-04-30T21:02:17.14,Others,KANNUR,1043676,Suggested to contact Principal Agricultural Office Kannur Phone: 0497 270 6154,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,30,4,2024
IRIKKUR,Others,2024-05-20T13:37:34.367,Others,KANNUR,1177306,Kindly call 18001801551 if have any queries related to agriculture.,Asked query related to PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,20,5,2024
TALIPARAMBA,Others,2024-05-20T14:17:07.06,Others,KANNUR,1177288,Suggested to apply Calcium carbonate or Pachakakka as liming material as it reduces the acidity of soil without any chemical reactions and it is not harmful for soil microorganisms ,Asked about application of Pachakakka (Calcium carbonate),Organic Farming,NA,AGRICULTURE,KERALA,20,5,2024
PAYYANNUR,Plantation Crops,2024-05-21T08:55:25.467,Arecanut,KANNUR,1183891,"Recommended to apply Organic manure @ 12 kg/plant  every year. Lime @ 500 g has to be applied in acid soils two weeks before of fertilizer application.The first split has to be applied in April-June. The dosage is 110 gram urea, 110 gram raj  phos,110 gram Potash respectively. The second dose has to apply in September-October and the dosage is 110 gram urea, 110 gram raj phos, 110 gram Potash respectively.
After 1 month apply 20 g borax per palm.","Asked about nutrient management in mature arecanut
",Nutrient Management,NA,HORTICULTURE,KERALA,21,5,2024
EDAKKAD,Others,2024-05-22T11:35:02.08,Others,KANNUR,1190581,"Suggested to contact Krishibhavan.
Farmer Name: K RADHA
Registration Date: 04-03-2020
Status: Rejected By Sub-District/Block
Reason for Rejection: land details need to be uploaded",Asked about not crediting installments of PM Kisan,Government Schemes,NA,AGRICULTURE,KERALA,22,5,2024
0   ,Others,2024-05-22T12:50:24.763,Others,KANNUR,1190641,Kindly call 18001801551 if have any queries related to agriculture.,Irrelevant call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,22,5,2024
PERAVOOR,Others,2024-05-22T13:00:01.577,Others,KANNUR,1190575,Kindly call 18001801551 if have any queries related to agriculture.,Irrelevant call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,22,5,2024
0   ,Others,2024-05-22T13:17:04.57,Others,KANNUR,1190602,Kindly call 18001801551 if have any queries related to agriculture.,Incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,22,5,2024
PERAVOOR,Others,2024-05-23T08:15:17.047,Others,KANNUR,1196925,Weather forecast- Tholambra: There are very high chances for rainfall in this week. You can spray pesticides by adding stickers.,Farmer asked query on Weather,Weather,NA,AGRICULTURE,KERALA,23,5,2024
PERAVOOR,Others,2024-05-23T10:58:34.14,Others,KANNUR,1196997,You are not eligible for PM KISAN scheme as per the criteria of land ownership,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,23,5,2024
0   ,Others,2024-05-23T12:22:17.707,Others,KANNUR,1197011,Kindly call 18001801551 if you have any queries related to agriculture.,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,23,5,2024
0   ,Others,2024-05-23T12:26:13.697,Others,KANNUR,1197012,"Thankyou for your response
Kindly call 18001801551 if you have any queries related to agriculture.",AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,23,5,2024
0   ,Others,2024-05-23T15:16:31.633,Others,KANNUR,1197036,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,23,5,2024
KANNUR,Condiments and Spices,2024-05-26T10:16:59.633,Pepper,KANNUR,1216142,Suggested to apply manganese 7.5g per plant.,Asked about the deficiency of Manganese.,Nutrient Management,NA,HORTICULTURE,KERALA,26,5,2024
THALASSERY,Others,2024-05-26T12:30:56.863,Others,KANNUR,1216096,Suggested to care the plant by tie the breaked portion with polythene sheet.,Asked about the management of stem break in Water Apple.,	Plant Protection	,NA,AGRICULTURE,KERALA,26,5,2024
THALASSERY,Others,2024-05-26T12:39:40.76,Others,KANNUR,1216097,Suggested to care the plant.,Asked about the breaking of stem in Water apple.,Cultural Practices,NA,AGRICULTURE,KERALA,26,5,2024
KANNUR,Condiments and Spices,2024-05-27T13:20:09.513,Pepper,KANNUR,1222153,"In deficient soils, apply Manganese Sulphate (5 gram /liter of water) as foliar spray.
","Asked about management of  Manganese, Mn deficiency in pepper ",Nutrient Management,NA,HORTICULTURE,KERALA,27,5,2024
PAYYANNUR,Others,2024-05-29T18:54:23.4,Others,KANNUR,1228442,please upload all documents.,Asked query related to PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,29,5,2024
0   ,Others,2024-05-30T12:54:46.807,Others,KANNUR,1232406,Kindly call 18001801551 if have any queries related to agriculture,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,30,5,2024
0   ,Others,2024-05-30T14:16:05.423,Others,KANNUR,1232408,Kindly call 18001801551 if you have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,30,5,2024
KANNUR,Plantation Crops,2024-05-31T10:16:55.887,Rubber,KANNUR,1238654,"Suggested to apply 1kg lime after 2 weeks apply 80g urea,200g rajphos and 70g potash per rubber tree.",Asked about nutrient management in rubber ,Nutrient Management,NA,HORTICULTURE,KERALA,31,5,2024
PERAVOOR,Others,2024-05-31T12:28:53.38,Others,KANNUR,1240258,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,31,5,2024
KONNI,Others,2024-05-03T14:25:07.663,Others,PATHANAMTHITTA,1055094,"
Responded that unable to check the beneficiary status due to technical issues. Call later.
","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-03T15:28:11.377,Others,PATHANAMTHITTA,1055134,--Kindly call 18001801551 if you have any queries related to agriculture.,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-06T10:22:14.177,Others,PATHANAMTHITTA,1074006,Kindly call 18001801551 if have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-06T10:32:16.223,Others,PATHANAMTHITTA,1074010,--,AIF SURVEY,Training and Exposure Visits,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-07T10:28:07.087,Others,PATHANAMTHITTA,1082098,Kindly call 18001801551 if have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,7,5,2024
0   ,Others,2024-05-07T17:04:46.507,Others,PATHANAMTHITTA,1082211,--Kindly call 18001801551 if you have any queries related to agriculture.,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,7,5,2024
PARAKODE,Fruits,2024-05-08T08:25:01.393,Banana,PATHANAMTHITTA,1090328,Suggested to soil drench with Cartap hydrochloride 50 SP  2 gram/litre of water ,Asked about management of root grub in banana,Nutrient Management,NA,HORTICULTURE,KERALA,8,5,2024
0   ,Fruits,2024-05-13T16:26:20.37,Banana,PATHANAMTHITTA,1128755,"Destroy infected clumps of suckers. Disinfect the area with Bleaching powder (1 gram/litre of water) solution. Drench soil with Copper oxychloride 50 WP (2 gram/litre of water. Before planting, treat suckers with Copper oxychloride 50 WP (4 gram/litre of water) for 30 minutes.-for the management of rhizome rot in banana.

",Asked about management of rhizome rot in banana,	Plant Protection	,NA,HORTICULTURE,KERALA,13,5,2024
PARAKODE,Sugar and Starch Crops,2024-05-13T16:56:24.313,Tapioca (Cassava),PATHANAMTHITTA,1128628,Suggested to plant tapioca at april-may or september-october,Asked about planting time of tapioca,Sowing Time and Weather,NA,AGRICULTURE,KERALA,13,5,2024
0   ,Others,2024-05-14T10:08:37.997,Others,PATHANAMTHITTA,1136327,Kindly call 18001801551 if you have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,14,5,2024
0   ,Others,2024-05-14T11:40:01.14,Others,PATHANAMTHITTA,1136348,"Thankyou for your response
Kindly call 18001801551 if you have any queries related to agriculture.",AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,14,5,2024
0   ,Others,2024-05-15T10:49:56.763,Others,PATHANAMTHITTA,1144062,Kindly call 18001801551 if have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,15,5,2024
PARAKODE,Others,2024-05-22T09:17:55.953,Others,PATHANAMTHITTA,1190549,"INCOMPLETE CALL
","INCOMPLETE CALL
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,22,5,2024
RANNI,Others,2024-05-31T10:17:35.433,Others,PATHANAMTHITTA,1238652,Kindly call 18001801551 if you have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,31,5,2024
EDAKKAD,Others,2024-05-03T10:21:54.323,Others,KANNUR,1055107,--Kindly call 18001801551 if you have any queries related to agriculture.,"INCOMPLETE CALL
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-03T12:17:45.617,Others,KANNUR,1055112,Kindly call 18001801551 if have any queries related to agriculture.,Incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-03T15:24:27.52,Others,KANNUR,1055132,--Kindly call 18001801551 if have any queries related to agriculture.,AIF SURVEY,Training and Exposure Visits,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-03T15:45:04.04,Others,KANNUR,1055142,--Kindly call 18001801551 if you have any queries related to agriculture.,"AIF survey
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-03T16:01:08.443,Others,KANNUR,1055152,--Kindly call 18001801551 if have any queries related to agriculture.,AIF SURVEY,Training and Exposure Visits,NA,AGRICULTURE,KERALA,3,5,2024
THALASSERY,Others,2024-05-03T18:24:42.73,Others,KANNUR,1058872,Suggested to apply organic manure.,How to recover the soil fertility which lose due to tamarind leaf.,	Plant Protection	,NA,AGRICULTURE,KERALA,3,5,2024
0   ,Others,2024-05-04T08:37:41.267,Others,KANNUR,1061814,--Kindly call 18001801551 if you have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,4,5,2024
0   ,Others,2024-05-04T09:20:28.393,Others,KANNUR,1061821,Kindly call 18001801551 if you have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,4,5,2024
0   ,Others,2024-05-06T12:31:21.703,Others,KANNUR,1074070,"--Thank you for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-06T15:27:46.077,Others,KANNUR,1074090,"Thank you for your response
Kindly call 18001801551 if have any queries related to agriculture.","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-06T19:42:55.763,Others,KANNUR,1074154,Kindly call 18001801551 if have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,6,5,2024
0   ,Others,2024-05-07T14:15:57.76,Others,KANNUR,1082166,Kindly call 18001801551 if you have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,7,5,2024
KANNUR,Fruits,2024-05-07T15:16:25.083,Mango,KANNUR,1081999,"suggested to contact District Agricultural Farm, Taliparamba:Phone no: +91460 2203154
State Seed Farm, Vengad;Phone no: +91490 2308047",Asked about availability of mango seedling,Seeds and Planting Material,NA,HORTICULTURE,KERALA,7,5,2024
PAYYANNUR,Others,2024-05-07T15:35:34.443,Others,KANNUR,1082228,"
Weather forecast for PULINGOME. There is 70% chance of rainfall today and 60% chance of rainfall for upcoming days. Today's maximum temperature is 36°C and minimum temperature is 26°C.Wind is expected to run at 10km/hr. Schedule agriculture operations as per the weather forecast.",Farmer asked query on Weather,Weather,NA,AGRICULTURE,KERALA,7,5,2024
0   ,Others,2024-05-07T17:02:14.617,Others,KANNUR,1082208,--Kindly call 18001801551 if you have any queries related to agriculture.,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,7,5,2024
0   ,Others,2024-05-07T17:05:20.467,Others,KANNUR,1082212,--Kindly call 18001801551 if have any queries related to agriculture.,AIF SURVEY,Training and Exposure Visits,NA,AGRICULTURE,KERALA,7,5,2024
IRITTY,Plantation Crops,2024-05-08T09:46:22.98,Cashew,KANNUR,1090331,"Suggested to Take pits of size 50 cm x 50 cm x 50 cm during June-July. The recommended spacing is 7.5 m to 10 m. The pits are filled with topsoil and 5-10 kg of compost or dried cow dung.
The grafts are planted after carefully removing the polythene bags. Care should be taken while planting to see that the graft union is 2.5 cm above the ground level.",Asked about land preparation in cashew ,Field Preparation,NA,HORTICULTURE,KERALA,8,5,2024
0   ,Others,2024-05-08T15:20:29.9,Others,KANNUR,1090433,"AIF survey
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,8,5,2024
EDAKKAD,Plantation Crops,2024-05-08T18:55:38.473,Coconut,KANNUR,1090345,"Recommended to apply Organic manure @ 25 kg/plant  every year. Open the coconut basin and apply Lime @ 1 kg has to be applied in acid soils two weeks before of fertilizer application.The first split has to be applied in April-June. The dosage is 500 gram urea, 750 gram raj  phos, 1  kg Potash per palm respectively. After 2 weeks apply 50 g borax. The second dose has to apply in September-October and the dosage is 500 gram urea, 750 gram raj phos, 1kg Potash per palm respectively. After 2 weeks apply 50 g borax.",Asked about nutrient management in coconut,Nutrient Management,NA,HORTICULTURE,KERALA,8,5,2024
THALASSERY,Vegetables,2024-05-09T15:49:33.05,Ivy Gourd,KANNUR,1096437,"metarhizium @5ml/L - BIOCONTROL

20ml neemoil+20g turmeric+ 5g bar soap",Asked about the management of Ant in Ivy Gourd.,	Plant Protection	,NA,HORTICULTURE,KERALA,9,5,2024
0   ,Others,2024-05-10T12:28:39.83,Others,KANNUR,1106347,Kindly call 18001801551 if you have any queries related to agriculture.,AIF SURVEY,Training and Exposure Visits,NA,AGRICULTURE,KERALA,10,5,2024
0   ,Others,2024-05-10T15:36:47.487,Others,KANNUR,1106383,--Kindly call 18001801551 if have any queries related to agriculture.,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,10,5,2024
IRITTY,Others,2024-05-10T18:36:37.77,Others,KANNUR,1106283,Suggested to Spray Verticilum 20g/L,Asked about the leaf curling in curry leaf.,	Plant Protection	,NA,AGRICULTURE,KERALA,10,5,2024
IRITTY,Plantation Crops,2024-05-13T11:11:03.923,Coconut,KANNUR,1128671,"Suggested to contact 
Coconut Nursery, Palayad, Phone no: +91490-2345766
 x D Farm, Chalod, Kannur, Phone: 0490 248 6220",Asked about availability of TXD coconut,Nutrient Management,NA,HORTICULTURE,KERALA,13,5,2024
0   ,Others,2024-05-14T14:33:11.977,Others,KANNUR,1136387,--Kindly call 18001801551 if you have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,14,5,2024
0   ,Others,2024-05-14T15:35:59.503,Others,KANNUR,1136323,WRONG CALL,wrong call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,14,5,2024
0   ,Others,2024-05-15T19:11:28.92,Others,KANNUR,1144089,--Kindly call 18001801551 if have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,15,5,2024
TALIPARAMBA,Fruits,2024-05-16T11:54:58.807,Banana,KANNUR,1151091,Suggested that you can incorporate cowpea plants in between banana trees,Asked about cowpea inter cultivation in between banana,Cultural Practices,NA,HORTICULTURE,KERALA,16,5,2024
0   ,Others,2024-05-16T12:15:01.77,Others,KANNUR,1151131,"Thank you for your response
","AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,16,5,2024
KANNUR,Condiments and Spices,2024-05-17T12:08:31.903,Pepper,KANNUR,1158027,"The first split has to be applied in May-June. The urea, rock phosphate, Muriate of Potash needed at this time is 40 gram, 90 gram, 80 gram respectively per plant.
The second dose has to apply in September-October and the dosage is 40 gram urea, 90 gram rock phosphate, 80 gram Muriate of Potash respectively for a plant.
Lime or dolomite has to be applied in acid soils two weeks ahead of fertilizer application. Organic manure @ 10 kg/plant is recommended in every year.- PEPPER",Asked about the nutrient management of pepper.,Nutrient Management,NA,HORTICULTURE,KERALA,17,5,2024
THALASSERY,Others,2024-05-17T15:08:13.013,Others,KANNUR,1158038,"Suggested to wait for information regarding 17th installment of PM Kisan Samman Nidhi
","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,17,5,2024
KANNUR,Others,2024-05-17T17:20:29.463,Others,KANNUR,1158091,Suggested to dip the stem cutting in COC before planting,Asked about management of fungal rot of glyricidia,	Plant Protection	,NA,AGRICULTURE,KERALA,17,5,2024
KANNUR,Plantation Crops,2024-05-17T17:58:54.25,Coconut,KANNUR,1158053,"Recommended to apply Organic manure @ 25 kg/plant  every year. Open the coconut basin and apply Lime @ 1 kg has to be applied in acid soils two weeks before of fertilizer application.The first split has to be applied in April-June. The dosage is 500 gram urea, 750 gram rajphos, 1  kg Potash per palm respectively. The second dose has to apply in September-October and the dosage is 500 gram urea, 750 gram rajphos, 1kg Potash per palm respectively.",Asked about nutrient management in coconut,Nutrient Management,NA,HORTICULTURE,KERALA,17,5,2024
